ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,late_payment_count,risk_tier,age_band,credit_limit_bucket,utilisation_rate,utilisation_trend_slope,payment_consistency_score,months_since_last_late,payment_to_bill_ratio,is_outlier
503,230000,2,6,2,46,0,0,0,0,0,0,221590,227397,230302,186635,189896,193351,10000,9000,8000,8000,7500,7000,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.9051963768115941,0.03694,1.0,6,0.039626280148994816,False
504,130000,2,1,1,33,0,0,0,0,0,0,19161,20544,22704,22304,22304,0,2000,3000,0,0,0,0,1,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.13720128205128207,0.019984,1.0,6,0.046721548912789554,False
505,30000,1,6,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_50_59,limit_below_50K,0.0,0.0,1.0,6,1.0,False
506,160000,1,1,2,35,-1,-1,-1,-1,-1,-1,396,396,396,0,792,1220,396,396,0,793,1220,0,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0033333333333333335,-0.000877,1.0,6,0.8765625,False
507,500000,2,2,2,43,-1,-1,-1,0,0,-1,3959,0,285138,249445,222831,200,0,285138,4989,100,200,528666,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.25385766666666665,-0.035086,1.0,6,1.0755278876745893,False
508,180000,2,2,2,28,0,0,0,0,0,2,42238,38741,36696,35813,37893,34661,2500,2000,1128,2500,0,2000,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.20929814814814812,0.006557,0.8333333333333334,5,0.0448058325443944,False
509,80000,2,2,1,30,0,0,0,0,0,2,21507,13207,13997,10914,10685,5515,1700,1400,200,1000,0,500,0,1,risk_tier_medium,cohort_age_30_39,limit_50K_100K,0.15796875,0.03236,0.8333333333333334,5,0.06330365974282888,False
510,120000,1,1,2,26,-1,-1,-2,-1,-1,-2,884,0,0,10446,0,0,0,0,10446,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.01573611111111111,-0.001435,1.0,6,0.9219770520741395,False
511,130000,1,2,1,31,-1,-1,-1,-1,-1,2,1261,1261,1261,1411,930,390,1261,1261,1411,930,0,780,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.008351282051282051,0.001142,0.8333333333333334,5,0.8662879950875039,False
512,120000,2,2,2,35,-1,-1,-1,-1,-1,-1,240,240,240,240,240,240,240,240,240,240,240,240,1,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.002,-0.0,1.0,6,1.0,False
513,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,20223,52962,3978,1743,2828,50537,53228,3997,1750,2853,51041,3219,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.061236574074074075,8.5e-05,1.0,6,0.8776526978702814,False
514,50000,1,2,2,23,2,2,2,2,2,2,29509,30741,31438,31924,32566,33081,2000,1500,1300,1300,1200,1500,1,6,risk_tier_high,cohort_age_20_29,limit_50K_100K,0.6308633333333333,-0.013612,0.0,0,0.04649712827395262,True
515,20000,2,2,2,23,0,0,2,0,0,0,18355,20259,19534,16467,15746,13246,2900,10,577,430,1017,4,0,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.8633916666666666,0.060216,0.8333333333333334,2,0.047660872334880845,False
516,100000,1,3,1,56,0,0,-1,0,0,0,94265,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,0,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.7867566666666667,-0.00051,1.0,6,0.2112682023666784,False
517,70000,1,3,1,32,0,0,0,0,0,0,68739,67629,69188,68392,69884,71284,3060,3300,2610,2750,2750,5500,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.9883714285714286,-0.00763,1.0,6,0.04810703514198441,False
518,50000,1,2,1,47,0,0,0,0,0,0,13917,16695,21320,18614,19003,19439,3000,5000,2000,618,679,500,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.36329333333333336,-0.018187,1.0,6,0.10824127426872683,False
519,10000,2,2,2,22,1,2,0,0,0,0,10250,8558,10525,10050,9903,9984,0,2126,390,328,476,1287,0,2,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.9878333333333333,-0.006371,0.6666666666666666,0,0.07772903661211406,False
520,290000,2,1,1,34,0,0,0,0,0,0,93844,97708,103066,104864,110151,115297,6000,7000,5000,7000,7000,7000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.3591551724137931,-0.014423,1.0,6,0.06240698958283328,False
521,30000,2,1,1,31,0,0,0,0,0,0,16496,17522,18531,18744,19291,19818,1597,1606,819,1000,1000,1623,0,0,risk_tier_low,cohort_age_30_39,limit_below_50K,0.6133444444444444,-0.021076,1.0,6,0.0692469339323563,False
522,410000,2,2,2,27,1,-1,0,0,0,0,-58,32991,36465,44310,62408,61420,33049,16000,8700,18775,15000,5350,0,1,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.09655934959349594,-0.028117,0.8333333333333334,0,0.40782870806951366,False
523,360000,1,1,2,28,-1,-1,-1,0,0,-1,1210,820,64644,125984,106584,125557,390,75720,62520,17000,132200,167000,1,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.1966662037037037,-0.079394,1.0,6,1.07069461086302,False
524,140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,1,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.596997619047619,0.070732,1.0,6,0.054173862063739586,False
525,210000,2,1,2,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.33959761904761904,-0.006821,1.0,6,0.04113177827167072,False
526,220000,2,2,2,27,-1,-1,-1,-1,-1,-1,1692,13250,433,1831,0,2891,13250,433,1831,0,2891,153504,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.015225,0.004202,1.0,6,2.0,True
527,20000,1,2,2,27,1,2,0,0,0,2,18649,18066,19040,19446,20759,20241,0,1594,1000,1606,0,300,0,3,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.9683416666666667,-0.023493,0.5,0,0.038726000636827566,False
528,620000,2,2,1,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894,0,6200,6000,6000,6500,6000,1,2,risk_tier_medium,cohort_age_40_49,limit_above_500K,0.2634274193548387,-0.003898,0.6666666666666666,0,0.031328128986172765,True
529,360000,1,1,2,26,1,-2,-2,-2,-1,-1,-8,-8,-8,-8,1677,2600,0,0,0,1685,2613,0,0,1,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.0019652777777777776,-0.001436,0.8333333333333334,0,1.012485276796231,False
530,20000,2,2,2,21,-1,-1,2,2,-1,-1,18763,14410,13771,362,5308,0,14410,0,28,22073,0,0,0,2,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.43845,0.192186,0.6666666666666666,2,0.6939407762192572,False
531,50000,1,2,2,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575,2836,1200,13000,1500,9000,1000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.43165666666666663,0.042131,1.0,6,0.2203603172274261,False
532,50000,1,2,3,30,0,0,0,0,0,0,97538,49187,17518,17710,18079,18302,2454,1588,780,803,673,637,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.72778,0.279607,1.0,6,0.03176326179156705,False
533,10000,1,2,2,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785,2400,0,871,0,244,251,1,3,risk_tier_medium,cohort_age_40_49,limit_below_50K,0.6159166666666667,-0.04314,0.5,2,0.10190772561223109,False
534,100000,2,3,1,50,2,0,0,3,3,2,53849,55030,61574,62470,61198,62524,2050,7500,2500,0,2500,2500,1,4,risk_tier_high,cohort_age_50_59,limit_50K_100K,0.5944083333333333,-0.017936,0.3333333333333333,0,0.04780664245958867,False
535,50000,1,1,2,26,-2,-2,-2,-2,-2,-2,2411,3059,2333,1800,1620,0,3068,2440,1807,2204,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.03741,0.00966,1.0,6,0.8481689387864207,False
536,60000,1,2,2,25,-1,-1,0,-1,-1,0,480,1675,3630,578,4825,6200,1675,2500,578,4825,2000,2435,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.0483,-0.016666,1.0,6,0.8059006211180124,False
537,440000,2,1,2,35,0,0,0,0,0,0,330759,337794,274075,252584,216547,179221,13100,11000,10000,9000,7100,5500,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.6026439393939393,0.074216,1.0,6,0.03500986813159185,False
538,120000,1,2,1,44,0,0,0,0,0,0,92007,87939,82094,59105,53442,46775,5417,2847,2066,1919,2200,0,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.585225,0.083962,1.0,6,0.03429117955582136,False
539,50000,2,1,2,52,0,0,0,-2,-1,-1,3257,4166,0,0,318,0,1000,0,0,318,0,0,0,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.025803333333333334,0.015902,1.0,6,0.17026224002066917,False
540,110000,2,2,1,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213,600,7300,3700,3700,4000,3800,0,6,risk_tier_high,cohort_age_40_49,limit_100K_200K,0.8735348484848484,-0.017769,0.0,0,0.040067090695588975,True
541,200000,2,1,2,38,-1,-1,-2,-2,-1,-1,399,0,0,0,218,270,0,0,0,218,270,317,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0007391666666666667,-1e-06,1.0,6,0.9075535512965051,False
542,150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,318,0,0,0,0,318,0,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.0003533333333333333,-0.000303,0.8333333333333334,0,1.0,False
543,30000,2,2,1,36,2,3,2,2,0,0,28778,28039,28286,27533,28189,28805,0,1000,0,1100,1100,1500,1,4,risk_tier_high,cohort_age_30_39,limit_below_50K,0.9423888888888889,0.00016,0.3333333333333333,0,0.027707363084360077,False
544,100000,2,1,2,24,0,0,0,0,-1,-1,30092,30486,30178,29735,14718,29427,1553,5000,87,14761,29514,330,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.2743933333333333,0.014592,1.0,6,0.31126242134162635,False
545,360000,2,1,1,34,-1,0,0,-1,0,-1,12339,10138,23912,9785,166,2142,10000,13912,9785,0,2142,4230,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.027075,0.007542,1.0,6,0.6851509866283643,False
546,390000,2,1,2,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941,5000,3000,3000,2000,5000,5000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.12148034188034189,-0.001645,1.0,6,0.08091070272704247,False
547,220000,2,1,1,41,1,-2,-2,-2,-2,-2,-65,-65,-65,-65,-65,-200,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.0,8.8e-05,0.8333333333333334,0,1.0,False
548,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.0,0.0,1.0,6,1.0,False
549,230000,2,1,2,28,-1,-1,0,0,0,0,2403,7357,9752,12608,10797,20539,7357,2566,3000,1000,10000,2000,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.045982608695652176,-0.012901,1.0,6,0.4085192889561271,False
550,120000,1,1,2,27,0,0,0,0,0,0,52437,50473,45087,35424,31760,31214,5024,5000,5000,4000,5000,3500,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.34221527777777777,0.040933,1.0,6,0.11170681223239108,False
551,100000,1,3,1,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638,1500,1000,1000,0,2000,2000,1,3,risk_tier_medium,cohort_age_50_59,limit_50K_100K,0.06284333333333333,-0.004427,0.5,2,0.1989073357025407,False
552,190000,2,1,2,41,-1,-1,-1,-1,-1,-1,28204,0,16500,0,26854,554,0,16500,0,26854,500,0,1,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.06325614035087719,0.011156,1.0,6,0.6081373419125804,False
553,50000,1,1,1,56,0,0,0,0,0,0,50715,51073,28185,28842,30399,29977,2500,1500,1100,2000,1500,1017,1,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.7306366666666667,0.094317,1.0,6,0.04387497661856554,False
554,240000,2,1,1,42,1,-1,-1,-2,-2,-2,0,6370,0,0,0,0,6370,0,0,0,0,0,0,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.004423611111111112,0.002275,0.8333333333333334,0,1.0,False
555,40000,2,2,2,24,-2,-2,-2,-2,-2,-2,35285,36714,37356,38184,38724,37255,2000,1600,1401,1607,1800,1751,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.931325,-0.011934,1.0,6,0.0454504782612586,False
556,630000,2,2,1,47,0,0,0,-1,-1,-2,37850,68187,1207,2632,8654,0,38187,1207,2632,8654,0,4981,0,0,risk_tier_low,cohort_age_40_49,limit_above_500K,0.031357142857142854,0.016618,1.0,6,0.4695941955623049,True
557,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,5233,5393,1824,350,150,199,5401,1829,350,150,199,1145,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.013696875,0.007567,1.0,6,0.6900905011787969,False
558,110000,2,2,2,32,0,0,2,2,2,2,65299,74565,78516,79829,81603,83206,11000,5800,3200,3200,3100,3000,0,4,risk_tier_high,cohort_age_30_39,limit_100K_200K,0.7015424242424243,-0.029081,0.3333333333333333,2,0.06328047721686846,False
559,20000,1,2,2,29,0,0,0,-2,-2,-2,17208,18419,0,0,0,0,2055,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.29689166666666666,0.201853,1.0,6,0.05768097229629214,False
560,210000,2,3,1,53,0,0,0,0,0,0,57192,58472,59658,60466,61593,65163,2800,2753,2400,2255,4767,0,0,0,risk_tier_low,cohort_age_50_59,limit_200K_500K,0.28773333333333334,-0.006806,1.0,6,0.04130533121496977,False
561,270000,1,1,2,34,-1,-1,0,-1,-1,-1,5780,12006,15736,6621,2457,14923,12006,5736,6621,2457,14923,1712,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.035508024691358026,-0.000842,1.0,6,0.7554369556525216,False
562,360000,2,2,2,52,-2,-2,-2,-2,-2,-2,640,2113,-6,999,944,-3,2231,0,1005,948,0,789,0,0,risk_tier_low,cohort_age_50_59,limit_200K_500K,0.0021699074074074073,0.000454,1.0,6,1.0610198421164925,False
563,60000,2,2,1,42,-1,-1,-1,-1,-1,-1,631,2790,1758,416,416,3640,2790,1758,416,416,3640,730,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.026808333333333333,-0.003134,1.0,6,1.0102580043518807,False
564,360000,1,2,2,38,-1,0,0,0,0,0,108351,111201,63146,63723,65108,66078,8005,8004,5000,5000,5000,105700,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.22111435185185185,0.027704,1.0,6,0.2862374295184116,False
565,390000,2,1,2,45,2,2,2,-1,2,2,834,155,-1690,4240,3346,2698,1,1693,6940,7,1230,3,0,5,risk_tier_high,cohort_age_40_49,limit_200K_500K,0.004095299145299145,-0.001819,0.16666666666666666,0,1.030366273609517,False
566,250000,2,3,2,35,-2,-2,-2,-2,-2,-2,7244,8472,1738,6706,2391,11082,8514,1751,6739,2403,11137,13407,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.02508866666666667,-0.000676,1.0,6,1.167884569393883,False
567,90000,2,1,2,24,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387,1600,1500,3000,5000,1020,764,1,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.19905925925925924,-0.024952,1.0,6,0.11986008261079895,False
568,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,7071,401,3545,10540,10132,6220,1510,3575,10573,10155,6240,16071,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.017550462962962962,-0.002534,1.0,6,1.2694610778443114,False
569,50000,1,3,2,26,0,0,0,0,0,0,35429,30626,30241,20284,19166,19567,1537,1947,800,1000,718,683,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.51771,0.070655,1.0,6,0.043042114954961914,False
570,270000,2,1,1,40,0,0,0,-2,-2,-2,18751,5706,0,0,0,0,1000,0,0,0,0,0,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.015096913580246913,0.011733,1.0,6,0.04088808929958703,False
571,200000,2,1,2,29,1,-1,-1,-1,-1,-1,55788,8360,4897,5065,19468,0,8394,4927,5089,19561,0,125,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.07798166666666667,0.035064,0.8333333333333334,0,0.4071042339011306,False
572,50000,2,2,2,23,0,0,0,0,0,0,49809,50364,38429,18815,18305,19013,2040,2766,1690,1000,1000,1000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.6491166666666667,0.154155,1.0,6,0.048763704521529255,False
573,350000,1,1,2,33,-1,-1,-1,-2,-2,-1,10900,10478,-22,-22,-22,4532,10530,0,0,0,4554,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.012306666666666665,0.005171,1.0,6,0.5836557808388795,False
574,160000,2,2,2,60,-2,-1,-1,0,-1,-1,3128,5156,1089,489,3177,1009,5156,1089,0,3177,1009,0,1,0,risk_tier_low,cohort_age_60_plus,limit_100K_200K,0.014633333333333335,0.003059,1.0,6,0.7425256264236902,False
575,80000,2,3,1,49,-1,-1,-1,-1,-1,-1,3367,4641,2290,1459,6764,7601,4641,2290,1459,6764,7601,7990,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.054420833333333335,-0.009539,1.0,6,1.1769772605466657,False
576,290000,1,1,1,53,2,0,0,0,0,0,279610,282024,282508,284660,255892,238266,13000,10200,10265,8803,8300,8546,1,1,risk_tier_medium,cohort_age_50_59,limit_200K_500K,0.932735632183908,0.027878,0.8333333333333334,0,0.03642357174545275,False
577,270000,2,1,2,28,-1,-1,-1,0,0,0,475,475,5691,37526,50565,48888,475,5691,34000,14000,8000,15000,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.08865432098765433,-0.044886,1.0,6,0.5372928561481688,False
578,80000,1,1,2,31,-1,-1,-1,-1,2,-1,5994,32223,8308,4082,538,4085,13647,8314,4082,0,4085,0,0,1,risk_tier_medium,cohort_age_30_39,limit_50K_100K,0.1150625,0.038866,0.8333333333333334,4,0.5455006337135615,False
579,50000,1,2,2,36,0,0,0,0,0,0,5197,6015,6615,7131,6987,6980,1300,1100,1000,500,500,1000,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.12975,-0.007055,1.0,6,0.13872832369942195,False
580,30000,1,2,1,35,-2,-1,-1,-1,-1,-2,7797,2687,8762,3377,2000,0,2687,8765,3390,2040,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_below_50K,0.13679444444444444,0.04422,1.0,6,0.6856191365796207,False
581,30000,1,2,2,28,1,-1,-1,-2,-2,-2,0,780,0,0,0,0,780,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.004333333333333333,0.002229,0.8333333333333334,0,1.0,False
582,90000,1,2,2,33,-1,0,0,0,0,0,35785,29155,27485,29266,35598,38449,15155,5485,5263,8598,5449,6537,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.3624777777777778,-0.01093,1.0,6,0.2374960406257344,False
583,160000,1,1,2,26,-1,-1,-1,-1,-1,-1,1433,3746,30258,1036,21572,9528,3757,30348,1044,21636,9556,6066,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.07038854166666667,-0.011559,1.0,6,1.0715374483891495,False
584,80000,2,3,2,53,0,0,0,0,0,0,77766,77954,78512,60452,61556,54022,4000,2374,2007,2500,3000,2000,0,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.8547125,0.066419,1.0,6,0.038709410084287604,False
585,50000,1,2,2,42,0,0,0,0,0,0,50300,50898,49111,48943,45775,0,2200,1600,1700,1700,0,0,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.8167566666666667,0.152593,1.0,6,0.029384516808351732,False
586,20000,2,1,2,25,0,0,0,0,0,2,14603,15661,16394,16723,18056,17618,1600,1300,600,1600,0,800,0,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.8254583333333334,-0.03227,0.8333333333333334,5,0.05956286911311898,False
587,220000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
588,210000,1,3,2,25,-1,-1,2,-1,-1,-1,8817,23634,21776,9631,1561,1990,23776,0,9631,1561,1990,7967,1,1,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.05349920634920635,0.015306,0.8333333333333334,2,0.6664540343277604,False
589,130000,2,2,2,29,0,0,0,0,0,0,131575,130931,132969,45584,46516,47455,6700,6000,1291,1319,1336,1365,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.6859358974358974,0.167303,1.0,6,0.03366353288600639,False
590,260000,2,2,1,31,-1,-1,0,0,-1,-1,5841,23194,62361,67057,17024,18659,23194,50000,11500,17024,18659,38923,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.12444615384615385,-0.005525,1.0,6,0.8205587835331932,False
591,230000,2,1,1,30,0,0,0,-1,0,0,30341,25981,24092,65840,56538,51522,5000,5000,65840,2000,2000,10000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.1842855072463768,-0.02973,1.0,6,0.35326407511973384,False
592,160000,1,1,2,34,0,0,0,0,0,0,83255,83912,85161,85715,86773,87526,4000,3924,3200,3300,3425,3013,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.5336895833333333,-0.005445,1.0,6,0.04071889480073857,False
593,50000,1,1,1,35,0,0,0,0,0,0,34976,6018,13930,7106,6020,9011,1127,1074,215,249,4383,172,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.25687,0.078082,1.0,6,0.09369201022566538,False
594,80000,1,2,1,32,0,0,0,0,0,0,48747,45955,44989,41358,42379,38052,2145,1844,2009,5017,2000,5002,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.54475,0.024226,1.0,6,0.0689039314670338,False
595,110000,1,3,2,46,0,0,0,0,0,0,56700,57875,59044,59756,61004,62213,2681,2724,2287,2362,2374,2454,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.540290909090909,-0.009783,1.0,6,0.041733970476062275,False
596,200000,1,1,1,43,0,0,0,0,0,0,144678,140804,136437,135253,134629,134309,5090,5014,5009,4844,5002,4902,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.688425,0.010222,1.0,6,0.0361465180181816,False
597,360000,1,2,2,29,0,0,0,0,0,0,268112,263368,259969,255832,245462,250244,9429,8738,7017,7154,7073,7300,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.7143458333333333,0.011682,1.0,6,0.030273100162217827,False
598,210000,2,3,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
599,80000,2,2,2,24,2,0,0,0,0,0,79243,75254,58683,58886,60035,57264,3249,3000,5000,2500,2300,2200,0,1,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.8111770833333333,0.055482,0.8333333333333334,0,0.046868619418797275,False
600,300000,2,2,1,36,-1,-1,2,0,-1,-1,-475,5191,4606,2303,2768,65373,10000,0,0,2768,65373,10780,1,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.04431444444444445,-0.030445,0.8333333333333334,2,1.114773211644059,False
601,310000,2,2,1,43,0,0,0,0,0,0,23396,24182,25135,25095,25356,25514,1426,1379,867,898,933,807,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.07993440860215054,-0.001297,1.0,6,0.04244071079783156,False
602,30000,1,3,1,59,-1,-1,-1,-1,-1,-1,390,390,390,390,390,1320,390,390,390,390,1320,0,1,0,risk_tier_low,cohort_age_50_59,limit_below_50K,0.018166666666666668,-0.004429,1.0,6,0.8807339449541285,False
603,170000,1,1,1,53,0,0,0,0,0,0,17862,17927,18800,17647,18015,12930,1323,1196,544,563,629,361,0,0,risk_tier_low,cohort_age_50_59,limit_100K_200K,0.1011578431372549,0.004294,1.0,6,0.04473691861873794,False
604,140000,2,2,2,28,2,2,2,0,0,2,26450,28823,28171,28740,30454,29930,3007,0,924,2070,0,3000,0,4,risk_tier_high,cohort_age_20_29,limit_100K_200K,0.20543809523809523,-0.004666,0.3333333333333333,0,0.05215914885726206,False
605,180000,2,2,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1576,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.0,0.0,0.8333333333333334,0,1.0,False
606,50000,1,1,2,34,1,2,2,2,2,2,22746,22099,24121,23437,25101,24549,0,2700,0,2200,0,1030,0,6,risk_tier_high,cohort_age_30_39,limit_50K_100K,0.47351,-0.009907,0.0,0,0.041744982506529256,True
607,50000,2,2,1,36,0,0,0,0,0,-2,9214,10359,7350,7500,0,0,1351,1500,150,0,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.11474333333333334,0.043998,1.0,6,0.08718008308398455,False
608,110000,2,1,2,24,0,0,0,0,2,0,40882,35428,39680,44097,42543,33189,2000,5000,5000,0,2000,3000,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.35730151515151515,0.003299,0.8333333333333334,4,0.07208918704599714,False
609,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,3996,9120,8528,0,6368,3000,9120,8528,0,6368,3000,3238,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.011485925925925927,0.001382,1.0,6,0.9755578485747453,False
610,200000,2,2,1,34,-1,-1,-1,-1,-1,-1,390,390,390,561,390,390,390,390,561,390,390,390,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0020925,-2.4e-05,1.0,6,1.0,False
611,220000,1,1,2,43,0,0,-1,-1,-1,-1,44177,25736,19292,18900,13580,33150,1006,32906,18900,13580,33150,0,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.11729924242424242,0.011947,1.0,6,0.6428908192592114,False
612,360000,2,1,2,29,0,0,-2,-2,-2,-1,3280,0,0,0,0,2650,0,0,0,0,2650,0,1,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.0027453703703703707,0.00025,1.0,6,0.4468802698145025,False
613,50000,1,2,1,37,0,0,0,0,0,0,48226,48727,46228,46755,43686,44573,2000,1684,1601,2000,2000,2000,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.9273166666666667,0.018778,1.0,6,0.04056507126296303,False
614,40000,1,2,2,23,2,2,0,0,0,0,36650,29541,26190,26710,27274,29551,0,1435,955,993,2734,0,0,2,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.7329833333333333,0.02984,0.6666666666666666,0,0.034772277677982674,False
